contig	length	gc	cov	kingdom	phylum	class	order	family	genus	species	taxid	single_copy_PFAMs	num_single_copies	bh_tsne_x	bh_tsne_y	cluster	ML_expanded_clustering
NODE_305_length_57136_cov_224.047	57136	59.5701484178	224.047	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	Erwinia sp. OLMDLW33	1928656		0	22.279170063454334	-8.894280237925264	DBSCAN_round1_14	DBSCAN_round1_14
NODE_306_length_56639_cov_223.656	56639	73.0927452815	223.656	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia thailandica	257275		0	-2.2916876010595733	22.280436315912127	DBSCAN_round1_9	DBSCAN_round1_9
NODE_307_length_56566_cov_223.686	56566	70.0067178164	223.686	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	unclassified	1883		0	-2.2878492188332493	5.769414097538131	DBSCAN_round1_11	DBSCAN_round1_11
NODE_308_length_56260_cov_221.735	56260	56.61571276220001	221.735	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila	239935	PF00154.16,PF00889.14,PF02873.11,PF00627.26,PF00318.15	5	33.56557219521374	6.3545901683293655	DBSCAN_round1_6	DBSCAN_round1_6
NODE_309_length_56199_cov_224.64	56199	69.68273456819999	224.64	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus maricopensis	309887	PF01281.14,PF00830.14,PF03948.9,PF01084.15,PF01252.13,PF01416.15,PF01250.12	7	8.771634472554085	9.890175565061426	DBSCAN_round3_0	DBSCAN_round3_0
NODE_310_length_56103_cov_224.157	56103	26.1518991854	224.157	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:356	1262800	PF02772.11,PF02527.10,PF00825.13,PF02773.11	4	-25.434825946508017	6.318481641193015	DBSCAN_round2_4	DBSCAN_round2_4
NODE_311_length_55946_cov_224.576	55946	56.5277231616	224.576	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia aphidicola	68334	PF03602.10,PF03602.10	2	19.309694851964263	-8.796169550662773	DBSCAN_round1_14	DBSCAN_round1_14
NODE_312_length_55940_cov_233.259	55940	66.2120128709	233.259	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium ihumii	1232427	PF02132.10	1	12.244189142478495	11.789229629860909	DBSCAN_round3_3	DBSCAN_round3_3
NODE_313_length_55855_cov_224.597	55855	58.6984155402	224.597	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia aphidicola	68334	PF00763.18,PF02882.14	2	21.297166694716353	-8.519055066340705	DBSCAN_round1_14	DBSCAN_round1_14
NODE_314_length_55776_cov_224.002	55776	56.350401606400006	224.002	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia aphidicola	68334	PF01765.14,PF00889.14,PF00627.26,PF00318.15	4	19.923212557977948	-10.250880721748567	DBSCAN_round1_14	DBSCAN_round1_14
NODE_315_length_55652_cov_223.193	55652	37.09120966	223.193	Bacteria	Candidatus Kryptonia	unclassified	unclassified	unclassified	Candidatus Kryptonium	Candidatus Kryptonium thompsoni	1633631	PF01416.15	1	-5.6661669099184175	-14.718355625198939	unclustered	unclustered
NODE_316_length_55369_cov_222.995	55369	33.186440065700005	222.995	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium sp. CAG:274	1262888		0	-23.66561458693521	12.710682843221226	DBSCAN_round1_10	DBSCAN_round1_10
NODE_317_length_55217_cov_223.77	55217	57.643479363199994	223.77	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	Erwinia sp. OLMDLW33	1928656		0	20.617735701819587	-8.600941260895553	DBSCAN_round1_14	DBSCAN_round1_14
NODE_318_length_55165_cov_223.919	55165	39.100879180599996	223.919	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter haemolyticus	29430	PF00763.18,PF02882.14	2	-20.06054171474456	-12.663119456919372	DBSCAN_round1_13	DBSCAN_round1_13
NODE_319_length_54926_cov_223.554	54926	72.655937079	223.554	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia thailandica	257275		0	-4.537896450475412	22.402260567388335	DBSCAN_round1_9	DBSCAN_round1_9
NODE_320_length_54575_cov_223.475	54575	64.4159413651	223.475	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium ihumii	1232427	PF12344.3,PF03602.10,PF01121.15,PF01409.15,PF03484.10,PF03147.9,PF01632.14,PF00453.13,PF02912.13,PF05198.11,PF00707.17	11	12.668935092336724	11.531270473669927	DBSCAN_round3_3	DBSCAN_round3_3
NODE_321_length_54549_cov_224.054	54549	32.5047205265	224.054	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	candidate division WS6 bacterium GW2011_GWE2_33_157	1619095	PF03602.10,PF01509.13,PF01409.15,PF02873.11,PF03484.10,PF03147.9,PF05698.9,PF05697.8,PF00453.13,PF02912.13,PF01795.14,PF05198.11,PF00707.17	13	-21.423523402286673	7.265130358480081	DBSCAN_round3_5	DBSCAN_round3_5
NODE_322_length_54469_cov_223.799	54469	39.1947713378	223.799	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus bataviensis	220685	PF00763.18,PF02882.14	2	-1.5472345861875392	-18.594188285616312	DBSCAN_round2_3	DBSCAN_round2_3
NODE_323_length_54184_cov_224.495	54184	66.7152664993	224.495	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus maricopensis	309887		0	11.763035410104608	10.001172997588537	unclustered	unclustered
NODE_324_length_54096_cov_223.026	54096	38.5888050873	223.026	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter acinonychis	212	PF01018.17,PF01016.14,PF00829.16	3	-10.810226872877235	-16.517777241291448	DBSCAN_round1_12	DBSCAN_round1_12
NODE_325_length_53799_cov_223.879	53799	59.83940221939999	223.879	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	Erwinia sp. OLMDLW33	1928656		0	22.24961804868935	-8.434109353077474	DBSCAN_round1_14	DBSCAN_round1_14
NODE_326_length_53236_cov_220.975	53236	54.044255766800006	220.975	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila	239935	PF00380.14,PF00572.13,PF08459.6,PF00825.13,PF01176.14	5	34.684511166389946	7.0202748759407365	DBSCAN_round1_6	DBSCAN_round1_6
NODE_327_length_52993_cov_223.646	52993	31.12675259	223.646	Bacteria	Cyanobacteria	unclassified	Synechococcales	Prochloraceae	Prochlorococcus	Prochlorococcus marinus	1219	PF01121.15,PF00958.17,PF02873.11,PF01025.14	4	-20.782975205050317	3.62547656246918	DBSCAN_round3_4	DBSCAN_round3_4
NODE_328_length_52986_cov_224.277	52986	38.4554410599	224.277	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	Parcubacteria group bacterium GW2011_GWA2_38_13b	1618780	PF03772.11	1	1.945004102825785	-24.164707757618647	DBSCAN_round2_5	DBSCAN_round2_5
NODE_329_length_52906_cov_223.141	52906	35.837145125300005	223.141	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unclassified	unclassified	unclassified	171549	PF00410.14,PF00861.17,PF00164.20,PF00416.17,PF00113.17,PF00252.13,PF00237.14,PF00276.15,PF00338.17,PF03947.13,PF00181.18,PF01196.14,PF00281.14,PF00673.16,PF00831.18,PF00347.18,PF03952.11,PF01000.21,PF01193.19,PF00366.15,PF00297.17,PF00411.14,PF00238.14,PF00828.14,PF00344.15,PF00203.16,PF00177.16,PF00573.17,PF00189.15,PF01176.14,PF03118.10,PF00163.14,PF03719.10,PF00333.15	34	-0.6613490668302421	-11.370277081638832	DBSCAN_round1_4	DBSCAN_round1_4
NODE_330_length_52804_cov_224.791	52804	73.55313991359999	224.791	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia thailandica	257275	PF01018.17,PF01016.14,PF10458.4,PF03772.11,PF02410.10,PF04760.10,PF00829.16	7	-5.200266369101978	20.72733299972497	DBSCAN_round1_9	DBSCAN_round1_9
NODE_331_length_52450_cov_224.328	52450	36.9323164919	224.328	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Barnesiellaceae	Coprobacter	Coprobacter secundus	1501392	PF02527.10	1	0.7337769208545641	-11.762354013872075	DBSCAN_round1_4	DBSCAN_round1_4
NODE_332_length_52382_cov_223.864	52382	72.8189072582	223.864	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces europaeiscabiei	146819		0	-4.7360485063152336	5.1484489907541535	DBSCAN_round1_11	DBSCAN_round1_11
NODE_333_length_51999_cov_224.096	51999	70.4840477701	224.096	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia thailandica	257275		0	-2.5300241790934965	19.546398643757858	DBSCAN_round1_9	DBSCAN_round1_9
NODE_334_length_51812_cov_223.179	51812	59.216011734700004	223.179	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas veronii	654	PF00121.13	1	15.237623444353394	-0.04796164782361095	DBSCAN_round1_5	DBSCAN_round1_5
NODE_335_length_51808_cov_224.304	51808	40.5786751081	224.304	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter haemolyticus	29430		0	-21.38508726802721	-13.000605755012431	DBSCAN_round1_13	DBSCAN_round1_13
NODE_336_length_51788_cov_224.521	51788	70.3908241291	224.521	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces europaeiscabiei	146819	PF01018.17,PF01016.14,PF10458.4,PF02410.10,PF00829.16	5	-1.5769786432276889	4.608097749566998	DBSCAN_round1_11	DBSCAN_round1_11
NODE_337_length_51757_cov_226.722	51757	27.650366134000002	226.722	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:356	1262800	PF00164.20,PF01330.16,PF07499.8,PF02224.13,PF00177.16	5	-25.82306973320241	5.651676398366925	DBSCAN_round2_4	DBSCAN_round2_4
NODE_338_length_51742_cov_224.505	51742	71.14723048970001	224.505	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia thailandica	257275		0	-0.957618931165511	20.00946227417016	DBSCAN_round1_9	DBSCAN_round1_9
NODE_339_length_51439_cov_223.868	51439	27.4461012073	223.868	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:356	1262800	PF00763.18,PF02130.12,PF02882.14,PF08459.6	4	-25.79444217161429	6.0125987787690605	DBSCAN_round2_4	DBSCAN_round2_4
NODE_340_length_51279_cov_224.243	51279	29.858226564499997	224.243	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Caloranaerobacter	Caloranaerobacter sp. TR13	1302151	PF00410.14,PF00861.17,PF00416.17,PF00252.13,PF00237.14,PF00276.15,PF00338.17,PF03947.13,PF00181.18,PF01196.14,PF00281.14,PF00673.16,PF00831.18,PF00347.18,PF00380.14,PF01000.21,PF01193.19,PF00366.15,PF00297.17,PF00572.13,PF01416.15,PF00411.14,PF00238.14,PF00828.14,PF00344.15,PF00203.16,PF00573.17,PF00189.15,PF01176.14,PF03118.10,PF00163.14,PF03719.10,PF00333.15	33	-22.78244954578289	5.026754801870616	DBSCAN_round3_2	DBSCAN_round3_2
NODE_341_length_51138_cov_221.705	51138	56.90875669760001	221.705	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila	239935	PF05198.11,PF00707.17	2	33.70380604450132	6.246673336561291	DBSCAN_round1_6	DBSCAN_round1_6
NODE_342_length_51052_cov_222.915	51052	65.3470970775	222.915	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium ihumii	1232427		0	12.165696130202575	11.925237232525534	DBSCAN_round3_3	DBSCAN_round3_3
NODE_343_length_50985_cov_225.855	50985	31.466117485500003	225.855	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Caloranaerobacter	Caloranaerobacter sp. TR13	1302151		0	-22.490568994997087	5.797840170088662	DBSCAN_round3_2	DBSCAN_round3_2
NODE_344_length_50946_cov_223.815	50946	57.8141561654	223.815	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	Erwinia sp. OLMDLW33	1928656	PF02768.10,PF00712.14,PF02767.11,PF00825.13	4	20.73493884743178	-9.076185677122659	DBSCAN_round1_14	DBSCAN_round1_14
NODE_345_length_50565_cov_223.864	50565	39.3552852764	223.864	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus bataviensis	220685		0	-2.2288144172769333	-19.208862208867146	DBSCAN_round2_3	DBSCAN_round2_3
NODE_346_length_50372_cov_226.218	50372	68.9291669975	226.218	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces europaeiscabiei	146819		0	1.015548356695852	7.9527013893818275	DBSCAN_round1_11	DBSCAN_round1_11
NODE_347_length_50134_cov_223.729	50134	39.7993377748	223.729	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Gabonia	Gabonia massiliensis	1686296	PF08275.6	1	1.4754145204310636	-12.450483946655776	DBSCAN_round1_4	DBSCAN_round1_4
NODE_348_length_49823_cov_225.868	49823	68.8075788291	225.868	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia brasiliensis	37326		0	7.591583998307517	18.22512179281075	DBSCAN_round1_0	DBSCAN_round1_0
NODE_349_length_49772_cov_223.03	49772	33.3681588041	223.03	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	candidate division WS6 bacterium GW2011_GWE2_33_157	1619095	PF00410.14,PF00861.17,PF00416.17,PF00252.13,PF00237.14,PF00276.15,PF00338.17,PF01746.16,PF03947.13,PF00181.18,PF00281.14,PF00673.16,PF00347.18,PF00380.14,PF01000.21,PF01193.19,PF00366.15,PF00297.17,PF00572.13,PF00411.14,PF00238.14,PF03726.9,PF00828.14,PF00344.15,PF00203.16,PF00573.17,PF00189.15,PF01176.14,PF03118.10,PF00163.14,PF03719.10,PF00333.15	32	-21.465414367084943	7.201384035433276	DBSCAN_round3_5	DBSCAN_round3_5
NODE_350_length_49771_cov_223.944	49771	70.5471057443	223.944	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces europaeiscabiei	146819		0	-1.9442335034660847	5.953071886885772	DBSCAN_round1_11	DBSCAN_round1_11
NODE_351_length_49770_cov_230.098	49770	69.4956801286	230.098	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces europaeiscabiei	146819		0	0.21313590737461613	6.386145459012643	DBSCAN_round1_11	DBSCAN_round1_11
NODE_352_length_49623_cov_221.382	49623	34.88503315	221.382	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Gabonia	Gabonia massiliensis	1686296	PF03461.10	1	-0.5204448803871011	-11.322354633923965	DBSCAN_round1_4	DBSCAN_round1_4
NODE_353_length_49405_cov_230.125	49405	70.8774415545	230.125	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia thailandica	257275		0	-1.2469314411436665	19.484519181160834	DBSCAN_round1_9	DBSCAN_round1_9
NODE_354_length_48949_cov_224.611	48949	38.9589164232	224.611	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter acinonychis	212	PF01783.18,PF00121.13,PF01416.15,PF02772.11,PF02773.11	5	-11.110648705623495	-16.531505224556902	DBSCAN_round1_12	DBSCAN_round1_12
NODE_355_length_48738_cov_223.63	48738	29.170257294099997	223.63	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Caloranaerobacter	Caloranaerobacter sp. TR13	1302151		0	-23.30777429781812	5.56297263070888	DBSCAN_round3_2	DBSCAN_round3_2
NODE_356_length_48710_cov_223.793	48710	39.889139807	223.793	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus bataviensis	220685	PF06574.7,PF00154.16	2	-1.2107788140500546	-19.349015027726146	DBSCAN_round2_3	DBSCAN_round2_3
NODE_357_length_48428_cov_224.153	48428	70.1907987115	224.153	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia thailandica	257275		0	0.4300847259683542	21.43664890593355	DBSCAN_round1_9	DBSCAN_round1_9
NODE_358_length_48353_cov_223.696	48353	36.827084152	223.696	Bacteria	Candidatus Kryptonia	unclassified	unclassified	unclassified	Candidatus Kryptonium	Candidatus Kryptonium thompsoni	1633631	PF12344.3,PF00861.17,PF00416.17,PF01196.14,PF01000.21,PF01193.19,PF00411.14,PF00828.14,PF00344.15,PF01176.14,PF03118.10,PF00163.14,PF03719.10,PF00333.15	14	-5.686121122013379	-14.717807643478908	unclustered	unclustered
NODE_359_length_48284_cov_249.266	48284	57.7044155414	249.266	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas veronii	654		0	15.311740648946605	-1.3344157639229777	DBSCAN_round1_5	DBSCAN_round1_5
NODE_360_length_48081_cov_224.875	48081	39.4043385121	224.875	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis	1351		0	-8.597576835736538	-27.229800892538428	DBSCAN_round1_7	DBSCAN_round1_7
NODE_361_length_48012_cov_224.078	48012	58.3895692743	224.078	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia aphidicola	68334	PF03461.10	1	21.39281016639931	-9.081014238709194	DBSCAN_round1_14	DBSCAN_round1_14
NODE_362_length_47953_cov_222.792	47953	36.91114216	222.792	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter acinonychis	212	PF00312.17	1	-11.025145683058872	-16.266405906108606	DBSCAN_round1_12	DBSCAN_round1_12
NODE_363_length_47917_cov_230.106	47917	72.2916710145	230.106	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia thailandica	257275		0	-0.8640745896537726	21.059736142697307	DBSCAN_round1_9	DBSCAN_round1_9
NODE_364_length_47912_cov_221.489	47912	57.1109534146	221.489	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila	239935		0	33.381766521900786	6.597751908176225	DBSCAN_round1_6	DBSCAN_round1_6
NODE_365_length_47751_cov_224.481	47751	71.7346233587	224.481	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia thailandica	257275		0	-1.6801671195541117	19.50157291118614	DBSCAN_round1_9	DBSCAN_round1_9
NODE_366_length_47751_cov_224.179	47751	37.9719796444	224.179	Bacteria	Candidatus Kryptonia	unclassified	unclassified	unclassified	Candidatus Kryptonium	Candidatus Kryptonium thompsoni	1633631		0	-5.791061617531447	-14.72957754819103	unclustered	unclustered
NODE_367_length_47503_cov_226.559	47503	72.1807043766	226.55900000000003	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia thailandica	257275	PF05698.9,PF06689.8,PF05697.8	3	-4.131383574903051	20.475365653983648	DBSCAN_round1_9	DBSCAN_round1_9
NODE_368_length_47452_cov_223.793	47452	29.6278344432	223.793	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Caloranaerobacter	Caloranaerobacter sp. TR13	1302151	PF01409.15,PF03484.10,PF03485.11,PF03147.9,PF00750.14,PF01632.14,PF00453.13,PF02912.13,PF05198.11,PF00707.17	10	-23.050334606234586	5.343760581265936	DBSCAN_round3_2	DBSCAN_round3_2
NODE_369_length_47325_cov_224.486	47325	72.9339672478	224.486	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia thailandica	257275		0	-2.2831961066820368	23.22900953416556	DBSCAN_round1_9	DBSCAN_round1_9
NODE_370_length_47285_cov_223.522	47285	72.63402770430001	223.522	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia thailandica	257275	PF00154.16,PF01715.12	2	-4.023474458671588	21.537674604174885	DBSCAN_round1_9	DBSCAN_round1_9
NODE_371_length_47223_cov_223.183	47223	27.1668466637	223.183	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:356	1262800	PF06418.9,PF03772.11,PF01649.13,PF03118.10	4	-25.868385718284173	5.2496254001460265	DBSCAN_round2_4	DBSCAN_round2_4
NODE_372_length_47211_cov_223.97	47211	72.5169981572	223.97	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia thailandica	257275		0	-2.5974260634442343	21.739054888671856	DBSCAN_round1_9	DBSCAN_round1_9
NODE_373_length_47091_cov_223.459	47091	40.3792656771	223.459	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter haemolyticus	29430	PF05698.9,PF06689.8,PF05697.8	3	-20.593275294601828	-13.178055067985088	DBSCAN_round1_13	DBSCAN_round1_13
NODE_374_length_46913_cov_224.22	46913	69.7248097542	224.22	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces europaeiscabiei	146819		0	-1.4268364102098805	7.455216417002072	DBSCAN_round1_11	DBSCAN_round1_11
NODE_375_length_46831_cov_227.668	46831	70.8974824368	227.668	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia thailandica	257275		0	-1.7901690231699092	19.28155474154761	DBSCAN_round1_9	DBSCAN_round1_9
NODE_376_length_46799_cov_223.817	46799	71.9908545054	223.817	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia thailandica	257275		0	-4.017798162837717	22.366240608279195	DBSCAN_round1_9	DBSCAN_round1_9
NODE_377_length_46797_cov_223.762	46797	71.0024146847	223.762	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces europaeiscabiei	146819		0	-3.882159334412172	6.0478384394996505	DBSCAN_round1_11	DBSCAN_round1_11
NODE_378_length_46791_cov_223.985	46791	38.3663525037	223.985	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus bataviensis	220685		0	-2.4224887858967312	-18.42698296988547	DBSCAN_round2_3	DBSCAN_round2_3
NODE_379_length_46739_cov_224.854	46739	43.464772459799995	224.854	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus bataviensis	220685		0	1.9747398413786068	-19.392802570596352	DBSCAN_round2_3	DBSCAN_round2_3
NODE_380_length_46602_cov_223.291	46602	73.4088665723	223.291	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia thailandica	257275		0	-4.439641883254223	21.791998287414923	DBSCAN_round1_9	DBSCAN_round1_9
NODE_381_length_46599_cov_223.665	46599	58.0033906307	223.665	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	Erwinia sp. OLMDLW33	1928656	PF00958.17	1	21.110890102658264	-9.72291058438492	DBSCAN_round1_14	DBSCAN_round1_14
NODE_382_length_46549_cov_223.964	46549	38.3617263529	223.96400000000003	Bacteria	Candidatus Magasanikbacteria	unclassified	unclassified	unclassified	unclassified	Candidatus Magasanikbacteria bacterium GW2011_GWA2_45_39	1619041		0	-0.9531641498571679	-16.641081701721173	DBSCAN_round2_3	DBSCAN_round2_3
NODE_383_length_46543_cov_224.963	46543	38.2957695035	224.963	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	Parcubacteria group bacterium GW2011_GWA2_38_13b	1618780	PF00410.14,PF00861.17,PF00164.20,PF00466.15,PF01018.17,PF00252.13,PF00237.14,PF00276.15,PF00338.17,PF03947.13,PF00181.18,PF00281.14,PF00673.16,PF00831.18,PF00347.18,PF00366.15,PF00297.17,PF00238.14,PF00344.15,PF00203.16,PF00177.16,PF00573.17,PF00189.15,PF00542.14,PF03719.10,PF00333.15	26	1.9575000280349952	-24.04848879843328	DBSCAN_round2_5	DBSCAN_round2_5
NODE_384_length_46525_cov_225	46525	39.172487909699996	225.0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis	1351	PF01281.14,PF06071.8,PF02768.10,PF00712.14,PF03948.9,PF02403.17,PF01084.15,PF01250.12,PF02527.10,PF02767.11,PF00825.13	11	-8.896616516207112	-26.88993801272048	DBSCAN_round1_7	DBSCAN_round1_7
NODE_385_length_46525_cov_223.912	46525	73.2079527136	223.912	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia thailandica	257275		0	-3.7242956566208743	22.277347759056397	DBSCAN_round1_9	DBSCAN_round1_9
NODE_386_length_46386_cov_222.963	46386	38.3671797525	222.963	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis	1351		0	-8.368367438111044	-26.429967074065782	DBSCAN_round1_7	DBSCAN_round1_7
NODE_387_length_46166_cov_223.901	46166	69.5143612182	223.901	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	unclassified	1883	PF02403.17	1	-0.7175615751444085	6.328665177311247	DBSCAN_round1_11	DBSCAN_round1_11
NODE_388_length_45825_cov_229.639	45825	39.727223131500004	229.639	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter haemolyticus	29430	PF03602.10	1	-20.871934171332992	-12.640303154792088	DBSCAN_round1_13	DBSCAN_round1_13
NODE_389_length_45773_cov_223.63	45773	27.0661743823	223.63	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:356	1262800	PF02768.10,PF00712.14,PF02767.11	3	-26.176050797329804	5.258733436081767	DBSCAN_round2_4	DBSCAN_round2_4
NODE_390_length_45666_cov_224.645	45666	71.3769544081	224.645	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia thailandica	257275	PF01783.18,PF00830.14,PF01084.15	3	-1.0914353252290303	18.96032853212307	DBSCAN_round1_9	DBSCAN_round1_9
